MSType,code,name,ISIN,ListingDate,market,IndustrialClass,CFIcode
上市認購(售)權證,064513,T50反1群益9C購01,TW20Z0645131,2020/06/10,上市,,RWBCCA
上市認購(售)權證,064514,喬山群益9C購01,TW20Z0645149,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064515,中橡群益9C購01,TW20Z0645156,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064516,華通群益02購01,TW20Z0645164,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064517,國巨群益02購01,TW20Z0645172,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064518,華新科群益02購01,TW20Z0645180,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064519,聯詠群益9C購01,TW20Z0645198,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064520,京鼎群益02購01,TW20Z0645206,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064521,群創群益02購01,TW20Z0645214,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064522,華擎群益01購01,TW20Z0645222,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064523,聯茂群益9C購01,TW20Z0645230,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064524,GIS群益02購01,TW20Z0645248,2020/06/10,上市,,RWSCCA
上市認購(售)權證,064525,臺股指群益9C購10,TW20Z0645255,2020/06/10,上市,,RWICCE
上市認購(售)權證,064526,臺股指群益9C購11,TW20Z0645263,2020/06/10,上市,,RWICCE
上市認購(售)權證,064527,裕隆中信01購01,TW20Z0645271,2020/06/11,上市,,RWSCCE
上市認購(售)權證,064528,國巨中信02購01,TW20Z0645289,2020/06/11,上市,,RWSCCE
上市認購(售)權證,064529,友達中信01購03,TW20Z0645297,2020/06/11,上市,,RWSCCE
上市認購(售)權證,064530,康控中信9C購01,TW20Z0645305,2020/06/11,上市,,RWSCCE
上市認購(售)權證,064531,旭富兆豐9C購01,TW20Z0645313,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064532,聯茂兆豐01購01,TW20Z0645321,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064533,技嘉國票01購01,TW20Z0645339,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064534,京元電國票01購01,TW20Z0645347,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064535,國產國票01購01,TW20Z0645354,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064536,富邦金國票01購01,TW20Z0645362,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064537,健鼎國票01購02,TW20Z0645370,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064538,鈺齊國票01購01,TW20Z0645388,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064539,玉晶光麥證01購01,TW20Z0645396,2020/06/11,上市,,RWSCCE
上市認購(售)權證,06453P,群創元大9B售02,TW20Z06453P6,2020/02/03,上市,,RWSCPE
上市認購(售)權證,064540,神達麥證01購01,TW20Z0645404,2020/06/11,上市,,RWSCCE
上市認購(售)權證,064541,元黃金凱基01購02,TW20Z0645412,2020/06/11,上市,,RWBCCA
上市認購(售)權證,064542,聯電凱基02購01,TW20Z0645420,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064543,華通凱基02購02,TW20Z0645438,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064544,國巨凱基9C購09,TW20Z0645446,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064545,智邦凱基9C購02,TW20Z0645453,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064546,燿華凱基02購01,TW20Z0645461,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064547,宏達電凱基9C購01,TW20Z0645479,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064548,漢翔凱基9C購01,TW20Z0645487,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064549,神基凱基9C購01,TW20Z0645495,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064550,南茂凱基01購01,TW20Z0645503,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064551,鈺齊凱基9C購02,TW20Z0645511,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064552,巨大凱基01購01,TW20Z0645529,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064553,臺指反群益9C購01,TW20Z0645537,2020/06/11,上市,,RWBCCA
上市認購(售)權證,064554,儒鴻群益9C購01,TW20Z0645545,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064555,力山群益01購01,TW20Z0645552,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064556,華通群益02購02,TW20Z0645560,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064557,鴻海群益9C購04,TW20Z0645578,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064558,台積電群益9C購08,TW20Z0645586,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064559,旺宏群益01購02,TW20Z0645594,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064560,技嘉群益01購01,TW20Z0645602,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064561,友達群益9C購02,TW20Z0645610,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064562,友達群益9C購03,TW20Z0645628,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064563,全新群益02購01,TW20Z0645636,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064564,義隆群益9C購02,TW20Z0645644,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064565,高鐵群益01購01,TW20Z0645651,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064566,大立光群益9C購04,TW20Z0645669,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064567,晶技群益01購01,TW20Z0645677,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064568,聯鈞群益9C購01,TW20Z0645685,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064569,群創群益9C購01,TW20Z0645693,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064570,TPK群益9C購03,TW20Z0645701,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064571,帆宣群益9C購01,TW20Z0645719,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064572,同欣電群益9C購02,TW20Z0645727,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064573,復盛群益9C購01,TW20Z0645735,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064574,達方群益01購01,TW20Z0645743,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064575,鈺齊群益9C購01,TW20Z0645750,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064576,世紀鋼群益01購01,TW20Z0645768,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064577,大立光國泰02購01,TW20Z0645776,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064578,TPK國泰02購01,TW20Z0645784,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064579,大立光富邦03購02,TW20Z0645792,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064580,統一永豐9C購01,TW20Z0645800,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064581,葡萄王永豐9C購01,TW20Z0645818,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064582,裕隆永豐9C購02,TW20Z0645826,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064583,光寶科永豐9C購01,TW20Z0645834,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064584,英業達永豐9C購01,TW20Z0645842,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064585,中壽永豐9C購01,TW20Z0645859,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064586,緯創永豐9C購01,TW20Z0645867,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064587,泰碩永豐9C購01,TW20Z0645875,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064588,玉晶光永豐9C購05,TW20Z0645883,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064589,聯鈞永豐9C購01,TW20Z0645891,2020/06/11,上市,,RWSCCA
上市認購(售)權證,06458P,玉晶光統一9A售02,TW20Z06458P5,2020/02/03,上市,,RWSCPE
上市認購(售)權證,064590,牧德永豐9C購01,TW20Z0645909,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064591,臻鼎永豐9C購01,TW20Z0645917,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064592,同欣電永豐9C購01,TW20Z0645925,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064593,鈺齊永豐9C購01,TW20Z0645933,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064594,奇力新統一01購05,TW20Z0645941,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064595,超眾統一02購01,TW20Z0645958,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064596,台表科統一01購03,TW20Z0645966,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064597,鴻海元富9C購03,TW20Z0645974,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064598,國巨元富9C購03,TW20Z0645982,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064599,台積電元富9C購03,TW20Z0645990,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064600,技嘉元富9C購01,TW20Z0646006,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064601,嘉晶元富9C購03,TW20Z0646014,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064602,玉晶光元富9C購03,TW20Z0646022,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064603,和碩元富9C購01,TW20Z0646030,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064604,聯茂元富9C購01,TW20Z0646048,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064605,GIS元富9C購01,TW20Z0646055,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064606,南電元富9C購03,TW20Z0646063,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064607,台灣50元大9C購41,TW20Z0646071,2020/06/11,上市,,RWBCCA
上市認購(售)權證,064608,滬深2X元大9C購11,TW20Z0646089,2020/06/11,上市,,RWBCCA
上市認購(售)權證,064609,滬深2X元大9C購12,TW20Z0646097,2020/06/11,上市,,RWBCCA
上市認購(售)權證,064610,儒鴻元大9C購03,TW20Z0646105,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064611,亞德客元大9C購02,TW20Z0646113,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064612,聯電元大01購01,TW20Z0646121,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064613,聯電元大9C購05,TW20Z0646139,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064614,友訊元大9C購02,TW20Z0646147,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064615,智邦元大01購01,TW20Z0646154,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064616,智邦元大9C購04,TW20Z0646162,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064617,台光電元大01購01,TW20Z0646170,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064618,南亞科元大9C購04,TW20Z0646188,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064619,南亞科元大9C購05,TW20Z0646196,2020/06/11,上市,,RWSCCA
上市認購(售)權證,06461P,玉晶光國泰9A售01,TW20Z06461P9,2020/02/03,上市,,RWSCPE
上市認購(售)權證,064620,大立光元大01購03,TW20Z0646204,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064621,大立光元大9C購20,TW20Z0646212,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064622,晶技元大01購01,TW20Z0646220,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064623,創意元大9C購04,TW20Z0646238,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064624,群創元大02購01,TW20Z0646246,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064625,健策元大01購02,TW20Z0646253,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064626,聯茂元大9C購01,TW20Z0646261,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064627,矽格元大9C購01,TW20Z0646279,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064628,南六元大9C購05,TW20Z0646287,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064629,和潤元大9C購01,TW20Z0646295,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064630,巨大元大9C購01,TW20Z0646303,2020/06/11,上市,,RWSCCA
上市認購(售)權證,064631,臺股指元大9C購17,TW20Z0646311,2020/06/11,上市,,RWICCE
上市認購(售)權證,064632,臺股指元大9C購18,TW20Z0646329,2020/06/11,上市,,RWICCE
上市認購(售)權證,064633,臺股指元大9C購19,TW20Z0646337,2020/06/11,上市,,RWICCE
上市認購(售)權證,064634,臺股指元大9C購20,TW20Z0646345,2020/06/11,上市,,RWICCE
上市認購(售)權證,064635,臺股指元大9C購21,TW20Z0646352,2020/06/11,上市,,RWICCE
上市認購(售)權證,064636,臺股指元大9C購22,TW20Z0646360,2020/06/11,上市,,RWICCE
上市認購(售)權證,064637,元金2X凱基01購02,TW20Z0646378,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064638,儒鴻凱基9C購03,TW20Z0646386,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064639,聚陽凱基02購01,TW20Z0646394,2020/06/12,上市,,RWSCCA
上市認購(售)權證,06463P,大立光富邦9A售01,TW20Z06463P5,2020/02/03,上市,,RWSCPE
上市認購(售)權證,064640,和大凱基03購01,TW20Z0646402,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064641,神隆凱基9C購01,TW20Z0646410,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064642,裕隆凱基9C購01,TW20Z0646428,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064643,瑞昱凱基04購01,TW20Z0646436,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064644,台光電凱基9C購01,TW20Z0646444,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064645,義隆凱基03購01,TW20Z0646451,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064646,群創凱基02購01,TW20Z0646469,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064647,致伸凱基9C購01,TW20Z0646477,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064648,臻鼎凱基9C購02,TW20Z0646485,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064649,同欣電凱基01購01,TW20Z0646493,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064650,台表科凱基03購01,TW20Z0646501,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064651,GIS凱基9C購02,TW20Z0646519,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064652,台灣50元大9C購43,TW20Z0646527,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064653,T50反1元大9C購08,TW20Z0646535,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064654,元金2X元大9C購03,TW20Z0646543,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064655,聚陽元大9C購02,TW20Z0646550,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064656,聚陽元大9C購03,TW20Z0646568,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064657,和大元大9C購02,TW20Z0646576,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064658,喬山元大9C購01,TW20Z0646584,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064659,台達電元大9C購02,TW20Z0646592,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064660,華通元大9C購05,TW20Z0646600,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064661,鴻海元大01購02,TW20Z0646618,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064662,鴻海元大9C購10,TW20Z0646626,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064663,鴻海元大9C購11,TW20Z0646634,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064664,微星元大9C購04,TW20Z0646642,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064665,南亞科元大9C購06,TW20Z0646659,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064666,華新科元大02購01,TW20Z0646667,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064667,大立光元大02購01,TW20Z0646675,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064668,大立光元大9C購21,TW20Z0646683,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064669,健策元大01購03,TW20Z0646691,2020/06/12,上市,,RWSCCA
上市認購(售)權證,06466P,台積電統一9B售01,TW20Z06466P8,2020/02/04,上市,,RWSCPE
上市認購(售)權證,064670,智伸科元大9C購01,TW20Z0646709,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064671,聯茂元大9C購02,TW20Z0646717,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064672,同欣電元大01購01,TW20Z0646725,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064673,南茂元大9C購01,TW20Z0646733,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064674,鈺齊元大9C購01,TW20Z0646741,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064675,A50正2兆豐01購01,TW20Z0646758,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064676,聚陽兆豐9C購01,TW20Z0646766,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064677,金像電兆豐9C購01,TW20Z0646774,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064678,嘉晶兆豐01購01,TW20Z0646782,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064679,晶技兆豐9C購01,TW20Z0646790,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064680,創意兆豐01購01,TW20Z0646808,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064681,牧德兆豐01購01,TW20Z0646816,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064682,嘉聯益兆豐01購01,TW20Z0646824,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064683,台表科兆豐9C購02,TW20Z0646832,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064684,巨大兆豐9C購01,TW20Z0646840,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064685,裕隆群益9C購01,TW20Z0646857,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064686,鴻海群益01購03,TW20Z0646865,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064687,國巨群益9C購10,TW20Z0646873,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064688,國巨群益9C購11,TW20Z0646881,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064689,台積電群益9C購09,TW20Z0646899,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064690,台光電群益9C購02,TW20Z0646907,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064691,友達群益9C購04,TW20Z0646915,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064692,嘉晶群益9C購03,TW20Z0646923,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064693,玉晶光群益01購06,TW20Z0646931,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064694,玉晶光群益02購02,TW20Z0646949,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064695,京鼎群益02購02,TW20Z0646956,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064696,群創群益9C購02,TW20Z0646964,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064697,健策群益01購02,TW20Z0646972,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064698,致伸群益9C購01,TW20Z0646980,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064699,臻鼎群益9C購01,TW20Z0646998,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064700,致新群益9C購02,TW20Z0647004,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064701,巨大群益9C購02,TW20Z0647012,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064702,百和群益01購01,TW20Z0647020,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064703,T50反1國泰01購01,TW20Z0647038,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064704,嘉晶國泰01購01,TW20Z0647046,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064705,新光金富邦01購01,TW20Z0647053,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064706,嘉晶富邦01購01,TW20Z0647061,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064707,群創富邦9C購02,TW20Z0647079,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064708,帆宣永豐9C購01,TW20Z0647087,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064709,瑞祺永豐9C購01,TW20Z0647095,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064710,元金2X統一03購01,TW20Z0647103,2020/06/12,上市,,RWBCCA
上市認購(售)權證,064711,國喬統一02購01,TW20Z0647111,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064712,聚陽統一02購03,TW20Z0647129,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064713,和大統一02購01,TW20Z0647137,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064714,和大統一02購02,TW20Z0647145,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064715,和大統一02購03,TW20Z0647152,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064716,國巨統一9C購14,TW20Z0647160,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064717,台積電統一01購08,TW20Z0647178,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064718,友達統一02購01,TW20Z0647186,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064719,聯發科統一02購01,TW20Z0647194,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064720,長榮航統一02購01,TW20Z0647202,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064721,國泰金統一02購01,TW20Z0647210,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064722,大立光統一02購03,TW20Z0647228,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064723,大立光統一02購04,TW20Z0647236,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064724,健鼎統一02購02,TW20Z0647244,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064725,緯創統一02購01,TW20Z0647251,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064726,創意統一01購03,TW20Z0647269,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064727,群創統一02購03,TW20Z0647277,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064728,健策統一9C購04,TW20Z0647285,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064729,聯茂統一02購02,TW20Z0647293,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064730,超眾統一02購02,TW20Z0647301,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064731,台郡統一01購02,TW20Z0647319,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064732,GIS統一01購03,TW20Z0647327,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064733,南六統一9C購03,TW20Z0647335,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064734,大立光元富9C購05,TW20Z0647343,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064735,群創元富9C購02,TW20Z0647350,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064736,超眾元富9C購04,TW20Z0647368,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064737,中石化國票01購01,TW20Z0647376,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064738,裕隆國票01購01,TW20Z0647384,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064739,智邦國票01購01,TW20Z0647392,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064740,台光電國票01購01,TW20Z0647400,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064741,南亞科國票01購01,TW20Z0647418,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064742,奇鋐國票01購02,TW20Z0647426,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064743,聯詠國票01購01,TW20Z0647434,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064744,創意國票01購02,TW20Z0647442,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064745,聯鈞國票01購01,TW20Z0647459,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064746,貿聯國票01購02,TW20Z0647467,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064747,彩晶國票01購01,TW20Z0647475,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064748,力成國票01購01,TW20Z0647483,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064749,巨大國票01購01,TW20Z0647491,2020/06/12,上市,,RWSCCA
上市認購(售)權證,064750,緯穎麥證9C購01,TW20Z0647509,2020/06/12,上市,,RWSCCE
上市認購(售)權證,064751,亞德客凱基9C購02,TW20Z0647517,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064752,台達電凱基01購01,TW20Z0647525,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064753,英業達凱基9C購01,TW20Z0647533,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064754,漢唐凱基02購01,TW20Z0647541,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064755,南亞科凱基01購02,TW20Z0647558,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064756,友達凱基02購02,TW20Z0647566,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064757,義隆凱基01購02,TW20Z0647574,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064758,可成凱基02購02,TW20Z0647582,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064759,景碩凱基9C購01,TW20Z0647590,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064760,玉晶光凱基01購02,TW20Z0647608,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064761,神達凱基9C購01,TW20Z0647616,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064762,致伸凱基9C購02,TW20Z0647624,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064763,祥碩凱基02購01,TW20Z0647632,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064764,聯茂凱基01購01,TW20Z0647640,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064765,緯穎凱基9C購02,TW20Z0647657,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064766,矽創凱基9C購01,TW20Z0647665,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064767,宏全凱基9C購01,TW20Z0647673,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064768,仁寶中信03購01,TW20Z0647681,2020/06/15,上市,,RWSCCE
上市認購(售)權證,064769,漢翔中信9C購01,TW20Z0647699,2020/06/15,上市,,RWSCCE
上市認購(售)權證,064770,開發金中信01購01,TW20Z0647707,2020/06/15,上市,,RWSCCE
上市認購(售)權證,064771,貿聯中信01購01,TW20Z0647715,2020/06/15,上市,,RWSCCE
上市認購(售)權證,064772,FBVIX群益9C購04,TW20Z0647723,2020/06/15,上市,,RWBCCA
上市認購(售)權證,064773,FBVIX群益9C購05,TW20Z0647731,2020/06/15,上市,,RWBCCA
上市認購(售)權證,064774,聚陽群益9C購04,TW20Z0647749,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064775,和大群益01購01,TW20Z0647756,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064776,金像電群益01購01,TW20Z0647764,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064777,南亞科群益9C購01,TW20Z0647772,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064778,美律群益9C購01,TW20Z0647780,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064779,義隆群益9C購03,TW20Z0647798,2020/06/15,上市,,RWSCCA
上市認購(售)權證,06477P,緯穎國票99售02,TW20Z06477P5,2020/02/05,上市,,RWSCPE
上市認購(售)權證,064780,義隆群益9C購04,TW20Z0647806,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064781,嘉晶群益9C購04,TW20Z0647814,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064782,健策群益9C購02,TW20Z0647822,2020/06/15,上市,,RWSCCA
上市認購(售)權證,064783,貿聯群益9C購03,TW20Z0647830,2020/06/15,上市,,RWSCCA
